sample	length	marker	subject
TM12P2	0.09593416402790478	Nax17	TM12
TM12N1	0	Nax18	TM12
TM12P1	0.08288296151667085	Nax18	TM12
TM12P2	0.0676244617894377	Nax18	TM12
TM12N1	0	Nax30	TM12
TM12P1	0.1584812859404945	Nax30	TM12
TM12P2	0.03800173058089218	Nax30	TM12
TM12N1	0	Nax38	TM12
TM12P1	0.00311492710603555	Nax38	TM12
TM12P2	-0.05314187269898873	Nax38	TM12
TM12N1	0	Nax49	TM12
TM12P1	0.01523541018047769	Nax49	TM12
TM12P2	-0.0133813139847434	Nax49	TM12
TM12N1	0	Nax50	TM12
TM12P1	-0.00327470220314829	Nax50	TM12
TM12P2	0.00487356550402751	Nax50	TM12
TM12N1	0	Nax51	TM12
TM12P1	-0.15006610652643548	Nax51	TM12
TM12P2	0.01960055730549115	Nax51	TM12
TM12N1	0	Nax68	TM12
TM12P1	0.01347901622422953	Nax68	TM12
TM12P2	-0.01214764049432703	Nax68	TM12
TM12N1	0	S1124	TM12
TM12P1	0.00688953343777143	S1124	TM12
TM12P2	0.03034378679515814	S1124	TM12
TM12N1	0	Sal21	TM12
TM12P1	0.03385602378894248	Sal21	TM12
TM12P2	0.01161869478711885	Sal21	TM12
TM12N1	0	Sal22LA	TM12
TM12P1	1.6508625451638892e-4	Sal22LA	TM12
TM12P2	0.00507796169451602	Sal22LA	TM12
TM12N1	0	Sal22UA	TM12
TM12P1	-0.00105021681895589	Sal22UA	TM12
TM12P2	0.00605334944597979	Sal22UA	TM12
TM12N1	0	Sal27	TM12
TM12P1	0.0027492636588513	Sal27	TM12
TM12P2	-0.01467459882617605	Sal27	TM12
TM12N1	0	Sal41	TM12
TM12P1	0.07687543172638733	Sal41	TM12
TM12P2	0.00386755925797466	Sal41	TM12
TM12N1	0	Sal45	TM12
TM12P1	0.01235750182115591	Sal45	TM12
TM12P2	0.01656279061494903	Sal45	TM12
TM12N1	0	Sal46	TM12
TM12P1	-8.91921656842154e-4	Sal46	TM12
TM12P2	-0.00196252265976326	Sal46	TM12
TM12N1	0	Sal52	TM12
TM12P1	1.3153330244660617	Sal52	TM12
TM12P2	1.302939712460517	Sal52	TM12
TM12N1	0	Sal66	TM12
TM12P1	-0.09446530260333796	Sal66	TM12
TM12P2	4.703770162013398e-4	Sal66	TM12
TM12N1	0	Sal74	TM12
TM12P1	-0.07385966610626449	Sal74	TM12
TM12P2	-0.01590150108922028	Sal74	TM12
TM12N1	0	Sal78	TM12
TM12P1	-0.02708867791220681	Sal78	TM12
TM12P2	2.518883348336942e-4	Sal78	TM12
TM12N1	0	Sal87	TM12
TM12P1	-0.01474892514578529	Sal87	TM12
TM12P2	0.02914794318664615	Sal87	TM12
TM13N1	0	JF12UA	TM13
TM13P1	-0.03303447361370049	JF12UA	TM13
TM13P2	0.02418685046190782	JF12UA	TM13
TM13N1	0	JF27	TM13
TM13P1	-0.29809277992064853	JF27	TM13
TM13P2	-0.01322657580943964	JF27	TM13
TM13N1	0	Nax10	TM13
TM13P1	-0.06472781409290107	Nax10	TM13
TM13P2	-0.00499854368399432	Nax10	TM13
TM13N1	0	Nax11	TM13
TM13P1	-0.5579911565590252	Nax11	TM13
TM13P2	-0.48489832106664377	Nax11	TM13
TM13N1	0	Nax40UA	TM13
TM13P1	-0.0052927068561912	Nax40UA	TM13
TM13P2	-0.0944552480732117	Nax40UA	TM13
TM13N1	0	Sal22LA	TM13
TM13P1	0.05345747178708926	Sal22LA	TM13
TM13P2	-0.01371276969672052	Sal22LA	TM13
TM13N1	0	Sal22UA	TM13
TM13P1	0.14112037008292375	Sal22UA	TM13
TM13P2	-0.01766965494244976	Sal22UA	TM13
TM13N1	0	Sal27	TM13
TM13P1	0.02049971089319591	Sal27	TM13
TM13P2	-0.06952727071224407	Sal27	TM13
TM13N1	0	Sal46	TM13
TM13P1	0.0665835123202676	Sal46	TM13
TM13P2	-0.04643900874259721	Sal46	TM13
TM14N1	0	JF27	TM14
TM14P1	0.08677789869843977	JF27	TM14
TM14P2	0.04764486758035069	JF27	TM14
TM14P3	0.1328334626426675	JF27	TM14
TM14N1	0	Nax10	TM14
TM14P1	-0.26486246784081624	Nax10	TM14
TM14P2	-0.3767165864645796	Nax10	TM14
TM14P3	-0.31528312598931274	Nax10	TM14
TM14N1	0	Nax11	TM14
TM14P1	0.5500598960706178	Nax11	TM14
TM14P2	0.3245713678365849	Nax11	TM14
TM14P3	0.4972749898640556	Nax11	TM14
TM14N1	0	Nax17	TM14
TM14P1	-0.03891559283830093	Nax17	TM14
TM14P2	-0.07781336313955789	Nax17	TM14
TM14P3	-0.02408159618536842	Nax17	TM14
TM14N1	0	Nax30	TM14
TM14P1	-0.02293806420107991	Nax30	TM14
TM14P2	-0.1846684111384489	Nax30	TM14
TM14P3	-0.24210822398437237	Nax30	TM14
TM14N1	0	Nax38	TM14
TM14P1	-0.39902797452036687	Nax38	TM14
TM14P2	-0.2290578444989828	Nax38	TM14
TM14P3	-0.36394449657442873	Nax38	TM14
TM14N1	0	Nax40UA	TM14
TM14P1	0.01084371628736491	Nax40UA	TM14
TM14P2	0.00993993555816086	Nax40UA	TM14
TM14P3	-0.04334654687721429	Nax40UA	TM14
TM14N1	0	Nax49	TM14
TM14P1	-0.05728651759573555	Nax49	TM14
TM14P2	-0.05387125541296145	Nax49	TM14
TM14P3	-0.06201117043344961	Nax49	TM14
TM14N1	0	Nax50LA	TM14
TM14P1	-0.09969868966657548	Nax50LA	TM14
TM14P2	-0.11036329577825654	Nax50LA	TM14
TM14P3	-0.09275675553979568	Nax50LA	TM14
TM14N1	0	Nax50UA	TM14
TM14P1	-0.2826548278365957	Nax50UA	TM14
TM14P2	-0.28610761067313373	Nax50UA	TM14
TM14P3	-0.3940159939863621	Nax50UA	TM14
TM14N1	0	Nax51	TM14
TM14P1	-0.14075861328580075	Nax51	TM14
TM14P2	-0.1505626113787093	Nax51	TM14
TM14P3	-0.0742300726440499	Nax51	TM14
TM14N1	0	S1124	TM14
TM14P1	0.16437969679939357	S1124	TM14
TM14P2	0.07305753457229525	S1124	TM14
TM14P3	0.1873890155271889	S1124	TM14
TM14N1	0	Sal21	TM14
TM14P1	0.23898956647572156	Sal21	TM14
TM14P2	0.13328272921264528	Sal21	TM14
TM14P3	0.16104030704366323	Sal21	TM14
TM14N1	0	Sal22	TM14
TM14P1	-0.19011049880584352	Sal22	TM14
TM14P2	-0.08326199239597587	Sal22	TM14
TM14P3	-0.2093300396803288	Sal22	TM14
TM14N1	0	Sal27	TM14
TM14P1	-0.02875017020941062	Sal27	TM14
TM14P2	-0.03898109718355691	Sal27	TM14
TM14P3	-0.04019307975823905	Sal27	TM14
TM14N1	0	Sal41	TM14
TM14P1	-0.11575586668230108	Sal41	TM14
TM14P2	-0.04603158873981616	Sal41	TM14
TM14P3	-0.1931771012745331	Sal41	TM14
TM14N1	0	Sal45LA	TM14
TM14P1	-0.02917220997738345	Sal45LA	TM14
TM14P2	-0.027974950473729	Sal45LA	TM14
TM14P3	-0.06670874591716958	Sal45LA	TM14
TM14N1	0	Sal45UA	TM14
TM14P1	-0.10598504857278002	Sal45UA	TM14
TM14P2	-0.0732677068092551	Sal45UA	TM14
TM14P3	-0.17626519488571502	Sal45UA	TM14
TM14N1	0	Sal46	TM14
TM14P1	0.00174864780448169	Sal46	TM14
TM14P2	-0.0020725631872378	Sal46	TM14
TM14P3	-0.00541356709564055	Sal46	TM14
TM14N1	0	Sal52	TM14
TM14P1	0.8064528892519669	Sal52	TM14
TM14P2	0.27406839126529015	Sal52	TM14
TM14P3	0.6740495741442349	Sal52	TM14
TM14N1	0	Sal66	TM14
TM14P1	-0.01188351327437153	Sal66	TM14
TM14P2	0.01835823504894218	Sal66	TM14
TM14P3	-0.00797642658568387	Sal66	TM14
TM14N1	0	Sal74	TM14
TM14P1	-0.0577882976623445	Sal74	TM14
TM14P2	-0.1577163753686932	Sal74	TM14
TM14P3	-0.12346232318069904	Sal74	TM14
TM14N1	0	Sal78	TM14
TM14P1	0.00382053464363751	Sal78	TM14
TM14P2	-0.04767704314577292	Sal78	TM14
TM14P3	-0.00420299963691084	Sal78	TM14
TM14N1	0	Sal87	TM14
TM14P1	-0.09985047123295045	Sal87	TM14
TM14P2	-0.05252626692950191	Sal87	TM14
TM14P3	-0.17131244393625655	Sal87	TM14
TM15N1	0	JF27	TM15
TM15P1	-0.09786871514115258	JF27	TM15
TM15P2	0.01849562087372325	JF27	TM15
TM15N1	0	Nax10	TM15
TM15P1	-0.03084446179367095	Nax10	TM15
TM15P2	0.0046324507553909804	Nax10	TM15
TM15N1	0	Nax11	TM15
TM15P1	-0.0024617976657022	Nax11	TM15
TM15P2	-0.00646911638761871	Nax11	TM15
TM15N1	0	Nax17	TM15
TM15P1	0.6608268929280943	Nax17	TM15
TM15P2	0.12938172346806898	Nax17	TM15
TM15N1	0	Nax38	TM15
TM15P1	-0.13886287544312736	Nax38	TM15
TM15P2	-0.05457785007184146	Nax38	TM15
TM15N1	0	Nax40UA	TM15
TM15P1	0.02240697537485569	Nax40UA	TM15
TM15P2	-0.00420365059681371	Nax40UA	TM15
TM15N1	0	Nax49	TM15
TM15P1	0.01578415844774117	Nax49	TM15
TM15P2	0.00733301168206024	Nax49	TM15
TM15N1	0	Nax50LA	TM15
TM15P1	-0.03388528547880209	Nax50LA	TM15
TM15P2	-0.00223805941302757	Nax50LA	TM15
TM15N1	0	Nax50UA	TM15
TM15P1	-0.03876315832366872	Nax50UA	TM15
TM15P2	-0.04401065450392449	Nax50UA	TM15
TM15N1	0	Nax51	TM15
TM15P1	0.12290682085801086	Nax51	TM15
TM15P2	0.10426414264725103	Nax51	TM15
TM15N1	0	Nax56	TM15
TM15P1	0.2824234659675233	Nax56	TM15
TM15P2	-0.20097504171788572	Nax56	TM15
TM15N1	0	S1124	TM15
TM15P1	-0.03642974674582788	S1124	TM15
TM15P2	-0.2368733901463722	S1124	TM15
TM15N1	0	Sal21	TM15
TM15P1	0.10280451072700324	Sal21	TM15
TM15P2	0.09683968501130824	Sal21	TM15
TM15N1	0	Sal22	TM15
TM15P1	0.082956644526889	Sal22	TM15
TM15P2	0.05916314648277021	Sal22	TM15
TM15N1	0	Sal41	TM15
TM15P1	-0.5157457957365379	Sal41	TM15
TM15P2	-0.00777164156394061	Sal41	TM15
TM15N1	0	Sal46	TM15
TM15P1	-0.00202590352493192	Sal46	TM15
TM15P2	-0.02207720772077248	Sal46	TM15
TM15N1	0	Sal52LA	TM15
TM15P1	0.03764656419580969	Sal52LA	TM15
TM15P2	0.06836077378974048	Sal52LA	TM15
TM15N1	0	Sal52UA	TM15
TM15P1	0.05686565084967654	Sal52UA	TM15
TM15P2	0.00236751951707203	Sal52UA	TM15
TM15N1	0	Sal58	TM15
TM15P1	-0.00260030034495439	Sal58	TM15
TM15P2	-0.075826167674514	Sal58	TM15
TM15N1	0	Sal74	TM15
TM15P1	-0.05007420734910939	Sal74	TM15
TM15P2	-0.07432859215665788	Sal74	TM15
TM15N1	0	Sal78	TM15
TM15P1	0.10324899758246577	Sal78	TM15
TM15P2	0.06847296042773587	Sal78	TM15
TM15N1	0	Sal84	TM15
TM15P1	0.1299558963839207	Sal84	TM15
TM15P2	0.02328787655188824	Sal84	TM15
TM15N1	0	Sal87	TM15
TM15P1	-0.08406397125233367	Sal87	TM15
TM15P2	-0.05780838125141629	Sal87	TM15
TM16N1	0	JF12	TM16
TM16P1	0.2287481886136904	JF12	TM16
TM16P2	0.2768288560653267	JF12	TM16
TM16N1	0	JF27	TM16
TM16P1	-0.01581205872041291	JF27	TM16
TM16P2	-0.00526604384731044	JF27	TM16
TM16N1	0	Nax10	TM16
TM16P1	0.00808535312008396	Nax10	TM16
TM16P2	0.00553256536076718	Nax10	TM16
TM16N1	0	Nax11	TM16
TM16P1	0.04859385164885932	Nax11	TM16
TM16P2	-0.03147573774205092	Nax11	TM16
TM16N1	0	Nax17	TM16
TM16P1	0.10835831067251613	Nax17	TM16
TM16P2	0.03256414365975102	Nax17	TM16
TM16N1	0	Nax30	TM16
TM16P1	5.392147017388993e-4	Nax30	TM16
TM16P2	0.0929696343907036	Nax30	TM16
TM16N1	0	Nax38	TM16
TM16P1	-0.19619458200032636	Nax38	TM16
TM16P2	-0.37943503876357454	Nax38	TM16
TM16N1	0	Nax40LA	TM16
TM16P1	-0.02156618039661495	Nax40LA	TM16
TM16P2	-0.05671091898091207	Nax40LA	TM16
TM16N1	0	Nax40UA	TM16
TM16P1	0.1154076438249696	Nax40UA	TM16
TM16P2	0.1262415162879087	Nax40UA	TM16
TM16N1	0	Nax49	TM16
TM16P1	0.20956401490374169	Nax49	TM16
TM16P2	0.1337151232087268	Nax49	TM16
TM16N1	0	Nax50	TM16
TM16P1	0.1472977346278319	Nax50	TM16
TM16P2	-0.04901437342812542	Nax50	TM16
TM16N1	0	Nax51	TM16
TM16P1	0.0791160544546301	Nax51	TM16
TM16P2	0.07149900194621583	Nax51	TM16
TM16N1	0	Nax56	TM16
TM16P1	-0.17902680799437176	Nax56	TM16
TM16P2	-0.5339523572615796	Nax56	TM16
TM16N1	0	S1124	TM16
TM16P1	-0.08913199833119378	S1124	TM16
TM16P2	-0.02221386946996961	S1124	TM16
TM16N1	0	Sal21	TM16
TM16P1	0.01279980353169163	Sal21	TM16
TM16P2	-0.01407593128338602	Sal21	TM16
TM16N1	0	Sal22	TM16
TM16P1	0.07808964087523407	Sal22	TM16
TM16P2	0.05600365713027333	Sal22	TM16
TM16N1	0	Sal27	TM16
TM16P1	-0.04937114691785416	Sal27	TM16
TM16P2	-0.05016073502432894	Sal27	TM16
TM16N1	0	Sal41	TM16
TM16P1	0.01912245257754108	Sal41	TM16
TM16P2	0.14112603503927534	Sal41	TM16
TM16N1	0	Sal45	TM16
TM16P1	-0.05243470548158635	Sal45	TM16
TM16P2	0.03255559128643082	Sal45	TM16
TM16N1	0	Sal46	TM16
TM16P1	0.07096918379765249	Sal46	TM16
TM16P2	0.04134553200073565	Sal46	TM16
TM16N1	0	Sal58	TM16
TM16P1	0.01210945490631143	Sal58	TM16
TM16P2	0.0735830514146083	Sal58	TM16
TM16N1	0	Sal66	TM16
TM16P1	0.18543053611524216	Sal66	TM16
TM16P2	0.02565650010815501	Sal66	TM16
TM16N1	0	Sal74	TM16
TM16P1	-0.05557404227230433	Sal74	TM16
TM16P2	-0.09110476515801524	Sal74	TM16
TM16N1	0	Sal78	TM16
TM16P1	-0.0635475757079611	Sal78	TM16
TM16P2	-0.1594828873008174	Sal78	TM16
TM16N1	0	Sal84	TM16
TM16P1	-0.05746794542511679	Sal84	TM16
TM16P2	-0.13964807554802716	Sal84	TM16
TM17N1	0	JF12LA	TM17
TM17P1	0.02745827646445242	JF12LA	TM17
TM17P2	0.0345241011569537	JF12LA	TM17
TM17N1	0	JF21	TM17
TM17P1	0.7580964681040263	JF21	TM17
TM17P2	0.7913232061272182	JF21	TM17
TM17N1	0	JF27	TM17
TM17P1	0.1906322650660397	JF27	TM17
TM17P2	0.06785086782142224	JF27	TM17
TM17N1	0	Nax10	TM17
TM17P1	0.00995079481178207	Nax10	TM17
TM17P2	0.01332056021153405	Nax10	TM17
TM17N1	0	Nax11	TM17
TM17P1	0.20080415130372264	Nax11	TM17
TM17P2	0.02083828182377578	Nax11	TM17
TM17N1	0	Nax17LA	TM17
TM17P1	-0.0062019943762186	Nax17LA	TM17
TM17P2	-0.0135214844723146	Nax17LA	TM17
TM17N1	0	Nax17UA	TM17
TM17P1	-0.08293435558365436	Nax17UA	TM17
TM17P2	-0.02891574657179951	Nax17UA	TM17
TM17N1	0	Nax18	TM17
TM17P1	0.6540168580075458	Nax18	TM17
TM17P2	0.6856815097491302	Nax18	TM17
TM17N1	0	Nax30	TM17
TM17P1	-0.1739504046658844	Nax30	TM17
TM17P2	-0.07084258553679845	Nax30	TM17
TM17N1	0	Nax38	TM17
TM17P1	0.00533031141524809	Nax38	TM17
TM17P2	-0.10516456326190228	Nax38	TM17
TM17N1	0	Nax40UA	TM17
TM17P1	-0.09204989723790293	Nax40UA	TM17
TM17P2	0.00110908330532044	Nax40UA	TM17
TM17N1	0	Nax49	TM17
TM17P1	-0.08104338288402424	Nax49	TM17
TM17P2	-0.0346175860673803	Nax49	TM17
TM17N1	0	Nax50	TM17
TM17P1	0.00273026075796778	Nax50	TM17
TM17P2	0.04090310726845558	Nax50	TM17
TM17N1	0	Nax51	TM17
TM17P1	-0.02540850836189623	Nax51	TM17
TM17P2	0.01226493409212103	Nax51	TM17
TM17N1	0	Nax56	TM17
TM17P1	-0.5029168585102664	Nax56	TM17
TM17P2	0.05758044102601456	Nax56	TM17
TM17N1	0	Nax68	TM17
TM17P1	0.03941276001371907	Nax68	TM17
TM17P2	0.01158324158960999	Nax68	TM17
TM17N1	0	S1124	TM17
TM17P1	0.3560821661352165	S1124	TM17
TM17P2	0.12405361324592425	S1124	TM17
TM17N1	0	Sal21	TM17
TM17P1	0.5414538640297692	Sal21	TM17
TM17P2	-0.4114210056484584	Sal21	TM17
TM17N1	0	Sal22	TM17
TM17P1	0.02032424893806084	Sal22	TM17
TM17P2	0.00692993687804666	Sal22	TM17
TM17N1	0	Sal41	TM17
TM17P1	0.11461090379782934	Sal41	TM17
TM17P2	-0.077394871573083	Sal41	TM17
TM17N1	0	Sal45	TM17
TM17P1	-0.803191699648341	Sal45	TM17
TM17P2	-0.3200437670650391	Sal45	TM17
TM17N1	0	Sal46	TM17
TM17P1	-0.28340970613143757	Sal46	TM17
TM17P2	-0.1311346506170037	Sal46	TM17
TM17N1	0	Sal52	TM17
TM17P1	-0.17054880682431683	Sal52	TM17
TM17P2	-0.02102972372549549	Sal52	TM17
TM17N1	0	Sal58	TM17
TM17P1	0.248288437847604	Sal58	TM17
TM17P2	-0.15252151638272426	Sal58	TM17
TM17N1	0	Sal66	TM17
TM17P1	0.5299464082660847	Sal66	TM17
TM17P2	-0.009154692363178	Sal66	TM17
TM17N1	0	Sal74	TM17
TM17P1	-0.2412263366008527	Sal74	TM17
TM17P2	-0.05770640585155817	Sal74	TM17
TM17N1	0	Sal78	TM17
TM17P1	-0.19527968025178224	Sal78	TM17
TM17P2	-0.07745611346806847	Sal78	TM17
TM17N1	0	Sal84	TM17
TM17P1	0.08545775926539045	Sal84	TM17
TM17P2	-0.06011364517923301	Sal84	TM17
TM17N1	0	Sal87	TM17
TM17P1	-0.08044087713510795	Sal87	TM17
TM17P2	0.09309316044704996	Sal87	TM17
TM18N1	0	JF12	TM18
TM18P1	0.026728592095	JF12	TM18
TM18P2	0.00201569079089125	JF12	TM18
TM18N1	0	JF21	TM18
TM18P1	-0.21406955002413275	JF21	TM18
TM18P2	-0.07584735986705438	JF21	TM18
TM18N1	0	JF27	TM18
TM18P1	-0.0968678530570437	JF27	TM18
TM18P2	0.00961187766157012	JF27	TM18
TM18N1	0	Nax10	TM18
TM18P1	0.02310161486822215	Nax10	TM18
TM18P2	0.04245576914689009	Nax10	TM18
TM18N1	0	Nax11	TM18
TM18P1	-0.09913751039246944	Nax11	TM18
TM18P2	-0.1590391178765831	Nax11	TM18
TM18N1	0	Nax17	TM18
TM18P1	-0.09807443887823553	Nax17	TM18
TM18P2	-0.04212144909711401	Nax17	TM18
TM18N1	0	Nax18	TM18
TM18P1	-0.0364387059339224	Nax18	TM18
TM18P2	-0.1307544998924293	Nax18	TM18
TM18N1	0	Nax30	TM18
TM18P1	-0.37502623720958006	Nax30	TM18
TM18P2	-0.1389698818206453	Nax30	TM18
TM18N1	0	Nax38	TM18
TM18P1	0.14552902036397608	Nax38	TM18
TM18P2	0.07174003595828449	Nax38	TM18
TM18N1	0	Nax49	TM18
TM18P1	0.04628399681978257	Nax49	TM18
TM18P2	0.02286111442329597	Nax49	TM18
TM18N1	0	Nax50LA	TM18
TM18P1	-0.05207090719326857	Nax50LA	TM18
TM18P2	-0.04025812605101642	Nax50LA	TM18
TM18N1	0	Nax50UA	TM18
TM18P1	-0.3400277416980231	Nax50UA	TM18
TM18P2	-0.16720902965743134	Nax50UA	TM18
TM18N1	0	Nax51	TM18
TM18P1	0.06098085471013093	Nax51	TM18
TM18P2	-0.02224750358352789	Nax51	TM18
TM18N1	0	Nax56	TM18
TM18P1	-0.05089246726399032	Nax56	TM18
TM18P2	-0.03063652651050663	Nax56	TM18
TM18N1	0	Nax68	TM18
TM18P1	-0.02849074387197214	Nax68	TM18
TM18P2	0.00221377817936474	Nax68	TM18
TM18N1	0	S1124	TM18
TM18P1	-0.2115038693814144	S1124	TM18
TM18P2	-0.20413549779514817	S1124	TM18
TM18N1	0	Sal21	TM18
TM18P1	-0.2239617610540252	Sal21	TM18
TM18P2	-0.25376704340620293	Sal21	TM18
TM18N1	0	Sal22LA	TM18
TM18P1	0.04212381308618829	Sal22LA	TM18
TM18P2	0.0237507118527529	Sal22LA	TM18
TM18N1	0	Sal22UA	TM18
TM18P1	0.00510532177722877	Sal22UA	TM18
