segment	Chromosome	sample	arm	arm_start	arm_end	seg_start	seg_end	n_bins	global_start_mb	seg_length	logR	BAF	germline_copies	na	nb	segTCN	segBAF	sample_chr
50	20	LN1	q	27500000	63025520	29750000	62750000	60	2718.573305	3.3e+07	-0.0551915942406992	0.5	2	0.886115934262229	0.886115934262229	1.77223186852446	0.5	LN1_20
51	21	LN1	q	13200000	48129895	15250000	41250000	41	2781.598825	2.6e+07	-0.00519636629475868	0.5	2	0.980048820961939	0.980048820961939	1.96009764192388	0.5	LN1_21
52	21	LN1	q	13200000	48129895	40750000	48129895	10	2781.598825	7379895	-0.322207641040652	0.358030895588395	2	1.06459592562815	-0.192565038357774	0.872030887270377	-0.220823644172214	LN1_21
53	22	LN1	q	14700000	51304566	18750000	51250000	54	2829.72872	32500000	-0.0504813065979141	0.5	2	0.894827554689181	0.894827554689182	1.78965510937836	0.5	LN1_22
8	3	LN1	p	0	9.1e+07	250000	90250000	157	492.449994	9e+07	-0.00558317380141061	0.5	2	0.979309506687154	0.979309506687154	1.95861901337431	0.5	LN1_3
9	3	LN1	q	9.1e+07	198022430	93750000	197750000	177	492.449994	1.04e+08	-0.00558317380141061	0.5	2	0.979309506687154	0.979309506687154	1.95861901337431	0.5	LN1_3
10	4	LN1	p	0	50400000	250000	49250000	80	690.472424	4.9e+07	-0.0026583272523191	0.441302678679568	2	1.30922888373736	0.660580626391072	1.96980951012843	0.335352541956203	LN1_4
11	4	LN1	q	50400000	191154276	52750000	190250000	236	690.472424	137500000	-0.0026583272523191	0.441302678679568	2	1.30922888373736	0.660580626391072	1.96980951012843	0.335352541956203	LN1_4
12	5	LN1	p	0	48400000	250000	45750000	75	881.6267	45500000	0.000335626283166037	0.5	2	0.990643966329457	0.990643966329458	1.98128793265891	0.5	LN1_5
13	5	LN1	q	48400000	180915260	49750000	180750000	224	881.6267	1.31e+08	0.0626296886955801	0.5	2	1.11279982317666	1.11279982317666	2.22559964635332	0.5	LN1_5
14	6	LN1	p	0	6.1e+07	250000	57250000	91	1062.54196	5.7e+07	0.00299252628803514	0.5	2	0.99574705232515	0.99574705232515	1.9914941046503	0.5	LN1_6
15	6	LN1	q	6.1e+07	171115067	62250000	78250000	26	1062.54196	1.6e+07	0.0710571071740185	0.408048179525285	2	1.66443644678933	0.595032304543177	2.2594687513325	0.263350535028317	LN1_6
16	6	LN1	q	6.1e+07	171115067	77750000	128250000	90	1062.54196	50500000	-0.291120198942228	0.370697644569575	2	1.06920381238992	-0.100731187214384	0.968472625175534	-0.104010360846417	LN1_6
17	6	LN1	q	6.1e+07	171115067	127750000	157750000	52	1062.54196	3e+07	0.30566347197937	0.398223579878759	2	2.33950081136617	0.946817876529741	3.28631868789591	0.288108965212971	LN1_6
18	6	LN1	q	6.1e+07	171115067	157750000	170750000	24	1062.54196	1.3e+07	-0.0182925324771544	0.5	2	0.955127737705213	0.955127737705214	1.91025547541043	0.5	LN1_6
19	7	LN1	p	0	59900000	250000	26750000	47	1233.657027	26500000	0.449121914303007	0.364715830654928	2	3.02318584116433	0.97844930723158	4.00163514839591	0.244512373304148	LN1_7
20	7	LN1	p	0	59900000	26250000	56250000	52	1233.657027	3e+07	0.206672918955378	0.406006072917929	2	2.01675201018367	0.815855031480673	2.83260704166435	0.288022665862365	LN1_7
21	7	LN1	q	59900000	159138663	65250000	159138663	151	1233.657027	93888663	-0.0222367644946435	0.5	2	0.947666360405509	0.947666360405509	1.89533272081102	0.5	LN1_7
22	8	LN1	p	0	45600000	250000	43250000	74	1392.79569	4.3e+07	-0.0480458316103155	0.433551006088296	2	1.25512708238596	0.543559125680535	1.7986862080665	0.302197861551869	LN1_8
23	8	LN1	q	45600000	146364022	47750000	146364022	169	1392.79569	98614022	-0.0122373533003772	0.5	2	0.966622203465893	0.966622203465891	1.93324440693178	0.5	LN1_8
24	9	LN1	p	0	4.9e+07	250000	38750000	64	1539.159712	38500000	-0.0282884344387694	0.436851873225961	2	1.27903042651292	0.593485352913036	1.87251577942595	0.316945448168655	LN1_9
25	9	LN1	q	4.9e+07	141213431	70750000	140750000	120	1539.159712	7e+07	-0.00895790603480742	0.5	2	0.972867703570236	0.972867703570235	1.94573540714047	0.5	LN1_9
58	MT	LN1		0	16569	0	16569	1	3095.677412	16569	7.7657571105119	NA	NA	NA	NA	NA	NA	LN1_MT
54	X	LN1	p	0	60600000	2250000	58250000	92	2881.033286	5.6e+07	-0.104575384652261	NA	2	1.59294644904142	NA	1.59294644904142	NA	LN1_X
55	X	LN1	q	60600000	155270560	62250000	98750000	63	2881.033286	36500000	-0.140142286440144	NA	2	1.46757171384139	NA	1.46757171384139	NA	LN1_X
56	X	LN1	q	60600000	155270560	98250000	109250000	20	2881.033286	1.1e+07	-0.464209466087637	NA	2	0.456992439984604	NA	0.456992439984604	NA	LN1_X
57	X	LN1	q	60600000	155270560	108750000	155250000	83	2881.033286	46500000	-0.185759639997452	NA	2	1.31122753156803	NA	1.31122753156803	NA	LN1_X
1	1	LN2	p	0	1.25e+08	750000	1750000	1	0	1e+06	-0.0109996350136824	0.5	2	0.965475571606708	0.965475571606709	1.93095114321342	0.5	LN2_1
2	1	LN2	p	0	1.25e+08	1750000	120750000	197	0	1.19e+08	-0.0109996350136824	0.5	2	0.965475571606708	0.965475571606709	1.93095114321342	0.5	LN2_1
3	1	LN2	q	1.25e+08	249250621	146250000	157250000	13	0	1.1e+07	0.0495917573872825	0.5	2	1.15896370034709	1.15896370034709	2.31792740069417	0.5	LN2_1
4	1	LN2	q	1.25e+08	249250621	157250000	179750000	40	0	22500000	-0.112601644643627	0.376718027959817	2	1.69531916282827	-0.377877068593595	1.31744209423467	-0.28682632067644	LN2_1
5	1	LN2	q	1.25e+08	249250621	179250000	248750000	116	0	69500000	0.057803976358638	0.5	2	1.1858189105528	1.1858189105528	2.37163782110561	0.5	LN2_1
26	10	LN2	p	0	40200000	750000	37750000	62	1680.373143	3.7e+07	0.0415522725656284	0.5	2	1.13282102045035	1.13282102045036	2.26564204090071	0.5	LN2_10
27	10	LN2	q	40200000	135534747	43250000	134250000	147	1680.373143	9.1e+07	-0.006181402802841	0.5	2	0.980566108965228	0.980566108965229	1.96113221793046	0.5	LN2_10
28	11	LN2	p	0	53700000	250000	48250000	82	1815.90789	4.8e+07	-0.00668098400331001	0.5	2	0.978999094925642	0.978999094925643	1.95799818985128	0.5	LN2_11
29	11	LN2	q	53700000	135006516	55250000	134750000	133	1815.90789	79500000	-0.00880673596784936	0.5	2	0.972337407143156	0.972337407143156	1.94467481428631	0.5	LN2_11
30	12	LN2	p	0	35800000	750000	34250000	56	1950.914406	33500000	0.0331415938964865	0.5	2	1.10562677685855	1.10562677685855	2.2112535537171	0.5	LN2_12
31	12	LN2	q	35800000	133851895	38750000	73250000	55	1950.914406	34500000	0.0156322149541901	0.5	2	1.04951973430495	1.04951973430495	2.09903946860991	0.500000000000001	LN2_12
32	12	LN2	q	35800000	133851895	72750000	108750000	61	1950.914406	3.6e+07	-0.156160950675562	0.5	2	0.533681489913898	0.533681489913898	1.0673629798278	0.5	LN2_12
33	12	LN2	q	35800000	133851895	108250000	133750000	41	1950.914406	25500000	-0.00351782989237699	0.5	2	0.98892998430526	0.988929984305261	1.97785996861052	0.5	LN2_12
34	13	LN2	q	17900000	115169878	19750000	27250000	10	2084.766301	7500000	-0.106233817117328	0.413642271379224	2	1.40665682494374	-0.0520195732701481	1.35463725167359	-0.0384011093788248	LN2_13
35	13	LN2	q	17900000	115169878	26750000	94750000	122	2084.766301	6.8e+07	-0.0371656189842797	0.5	2	0.88439884417239	0.884398844172391	1.76879768834478	0.5	LN2_13
36	13	LN2	q	17900000	115169878	95250000	115169878	34	2084.766301	19919878	0.00717789655865308	0.424894373925075	2	1.70885546626679	0.336487591115229	2.04534305738202	0.164514011427463	LN2_13
37	14	LN2	q	17600000	107349540	20250000	82250000	111	2199.936179	6.2e+07	0.049598511047067	0.5	2	1.1589857230988	1.1589857230988	2.3179714461976	0.5	LN2_14
38	14	LN2	q	17600000	107349540	81750000	106250000	39	2199.936179	24500000	-0.0115715349314054	0.5	2	0.963687744500608	0.963687744500609	1.92737548900122	0.5	LN2_14
39	15	LN2	q	1.9e+07	102531392	21750000	53250000	46	2307.285719	31500000	0.0371771490346442	0.383644123570594	2	2.20404829438889	0.0332620082619896	2.23731030265088	0.0148669624515558	LN2_15
40	15	LN2	q	1.9e+07	102531392	53250000	102531392	88	2307.285719	49281392	0.14138200470445	0.418250063517709	2	2.28770538230035	0.648305276926991	2.93601065922735	0.220811622358892	LN2_15
41	16	LN2	p	0	36600000	250000	32250000	42	2409.817111	3.2e+07	-0.0560003800167587	0.5	2	0.826941824026631	0.826941824026632	1.65388364805326	0.5	LN2_16
42	16	LN2	q	36600000	90354753	46750000	90250000	76	2409.817111	43500000	-0.04385393179348	0.422487405810199	2	1.54747215358672	0.18034712659052	1.72781928017724	0.104378466347488	LN2_16
43	17	LN2	p	0	2.4e+07	250000	18250000	32	2500.171864	1.8e+07	-0.160859319349336	0.5	2	0.520418734546992	0.520418734546994	1.04083746909399	0.500000000000001	LN2_17
44	17	LN2	q	2.4e+07	81195210	25750000	81195210	88	2500.171864	55445210	-0.070005162891569	0.5	2	0.784702676809246	0.784702676809248	1.56940535361849	0.500000000000001	LN2_17
45	18	LN2	p	0	17200000	250000	14250000	24	2581.367074	1.4e+07	-0.0324693403335555	0.401626820765656	2	1.77324170362931	0.0244432027551624	1.79768490638447	0.0135970451041517	LN2_18
46	18	LN2	q	17200000	78077248	18750000	78077248	103	2581.367074	59327248	0.00404343996502303	0.424558889815478	2	1.70051055098305	0.325004269418982	2.02551482040203	0.160455142636021	LN2_18
47	19	LN2	p	0	26500000	750000	20250000	34	2659.444322	19500000	-0.00339109057595281	0.5	2	0.989328342948562	0.989328342948563	1.97865668589712	0.5	LN2_19
48	19	LN2	q	26500000	59128983	28250000	59128983	45	2659.444322	30878983	-0.0258872171658099	0.5	2	0.919165350586873	0.919165350586875	1.83833070117375	0.500000000000001	LN2_19
6	2	LN2	p	0	93300000	750000	89250000	152	249.250621	88500000	0.0120612083367725	0.5	2	1.03816016614846	1.03816016614846	2.07632033229691	0.5	LN2_2
7	2	LN2	q	93300000	243199373	96250000	243199373	233	249.250621	146949373	0.020204952464461	0.5	2	1.06410697890833	1.06410697890833	2.12821395781667	0.5	LN2_2
49	20	LN2	p	0	27500000	750000	25750000	45	2718.573305	2.5e+07	0.0948833859691794	0.428860772925882	2	1.99967950686471	0.618312121104067	2.61799162796877	0.236178036055752	LN2_20
50	20	LN2	q	27500000	63025520	29750000	62750000	60	2718.573305	3.3e+07	0.15774552948722	0.418743689734252	2	2.34923764007817	0.701149081935075	3.05038672201324	0.229855800536766	LN2_20
51	21	LN2	q	13200000	48129895	15250000	41250000	41	2781.598825	2.6e+07	0.0848392304573221	0.5	2	1.27531612791609	1.27531612791609	2.55063225583219	0.5	LN2_21
52	21	LN2	q	13200000	48129895	40750000	48129895	10	2781.598825	7379895	-0.090562686429963	0.395048881832185	2	1.61948822264892	-0.17261200662897	1.44687621601995	-0.119299774726956	LN2_21
53	22	LN2	q	14700000	51304566	18750000	51250000	54	2829.72872	32500000	-0.0245236296233562	0.5	2	0.92338715619842	0.923387156198421	1.84677431239684	0.5	LN2_22
8	3	LN2	p	0	9.1e+07	250000	90250000	157	492.449994	9e+07	-0.00145448916079079	0.5	2	0.995419695348976	0.995419695348977	1.99083939069795	0.5	LN2_3
9	3	LN2	q	9.1e+07	198022430	93750000	197750000	177	492.449994	1.04e+08	-0.00145448916079079	0.5	2	0.995419695348976	0.995419695348977	1.99083939069795	0.5	LN2_3
10	4	LN2	p	0	50400000	250000	49250000	80	690.472424	4.9e+07	0.00397816947830968	0.5	2	1.01255119199521	1.01255119199521	2.02510238399041	0.500000000000001	LN2_4
11	4	LN2	q	50400000	191154276	52750000	190250000	236	690.472424	137500000	0.00397816947830968	0.5	2	1.01255119199521	1.01255119199521	2.02510238399041	0.500000000000001	LN2_4
12	5	LN2	p	0	48400000	250000	45750000	75	881.6267	45500000	-0.0093111070256202	0.5	2	0.970758247877313	0.970758247877316	1.94151649575463	0.500000000000001	LN2_5
13	5	LN2	q	48400000	180915260	49750000	180750000	224	881.6267	1.31e+08	0.00543108520763274	0.5	2	1.01714380084137	1.01714380084137	2.03428760168275	0.5	LN2_5
14	6	LN2	p	0	6.1e+07	250000	57250000	91	1062.54196	5.7e+07	0.0313908858487318	0.5	2	1.0999861205166	1.0999861205166	2.1999722410332	0.5	LN2_6
15	6	LN2	q	6.1e+07	171115067	62250000	78250000	26	1062.54196	1.6e+07	0.0602310692370722	0.5	2	1.19378518514223	1.19378518514223	2.38757037028445	0.5	LN2_6
16	6	LN2	q	6.1e+07	171115067	77750000	128250000	90	1062.54196	50500000	-0.154227491780034	0.5	2	0.539151896931528	0.539151896931528	1.07830379386306	0.5	LN2_6
17	6	LN2	q	6.1e+07	171115067	127750000	157750000	52	1062.54196	3e+07	0.190894601753159	0.5	2	1.64305141901964	1.64305141901964	3.28610283803929	0.5	LN2_6
18	6	LN2	q	6.1e+07	171115067	157750000	170750000	24	1062.54196	1.3e+07	-0.0187997521008301	0.5	2	0.941152457544838	0.941152457544839	1.88230491508968	0.5	LN2_6
19	7	LN2	p	0	59900000	250000	26750000	47	1233.657027	26500000	0.162271370878628	0.424912985501893	2	2.30499753125405	0.77725314186741	3.08225067312146	0.252170645510889	LN2_7
20	7	LN2	p	0	59900000	26250000	56250000	52	1233.657027	3e+07	-0.0207398026672113	0.5	2	0.935123189849401	0.935123189849401	1.8702463796988	0.5	LN2_7
21	7	LN2	q	59900000	159138663	65250000	159138663	151	1233.657027	93888663	0.00488079583095671	0.5	2	1.01540381383771	1.01540381383772	2.03080762767543	0.5	LN2_7
22	8	LN2	p	0	45600000	250000	43250000	74	1392.79569	4.3e+07	-0.0343979564705458	0.5	2	0.892905220395772	0.892905220395773	1.78581044079154	0.5	LN2_8
23	8	LN2	q	45600000	146364022	47750000	146364022	169	1392.79569	98614022	-0.0376909298009819	0.424381886178217	2	1.5524965675524	0.213075731881482	1.76557229943388	0.120683662713673	LN2_8
24	9	LN2	p	0	4.9e+07	250000	38750000	64	1539.159712	38500000	-0.00830727043304401	0.435275625125231	2	1.55892677394923	0.388876729291175	1.9478035032404	0.199648849919528	LN2_9
25	9	LN2	q	4.9e+07	141213431	70750000	140750000	120	1539.159712	7e+07	-0.00059854055724212	0.5	2	0.998114587953339	0.998114587953339	1.99622917590668	0.5	LN2_9
58	MT	LN2		0	16569	0	16569	1	3095.677412	16569	7.92129670331842	NA	NA	NA	NA	NA	NA	LN2_MT
54	X	LN2	p	0	60600000	2250000	58250000	92	2881.033286	5.6e+07	-0.0612194644682569	NA	2	1.62230569371431	NA	1.62230569371431	NA	LN2_X
55	X	LN2	q	60600000	155270560	62250000	98750000	63	2881.033286	36500000	0.00363156769873042	NA	2	2.02291256133427	NA	2.02291256133427	NA	LN2_X
56	X	LN2	q	60600000	155270560	98250000	109250000	20	2881.033286	1.1e+07	-0.282984440468819	NA	2	0.380809557796305	NA	0.380809557796305	NA	LN2_X
57	X	LN2	q	60600000	155270560	108750000	155250000	83	2881.033286	46500000	-0.0913676816266348	NA	2	1.44211363012348	NA	1.44211363012348	NA	LN2_X
1	1	LN3	p	0	1.25e+08	750000	1750000	1	0	1e+06	-0.0161549806245099	0.425554391812337	2	1.40021225920533	0.555934648711292	1.95614690791662	0.284198822931651	LN3_1
2	1	LN3	p	0	1.25e+08	1750000	120750000	197	0	1.19e+08	-0.0161549806245099	0.425554391812337	2	1.40021225920533	0.555934648711292	1.95614690791662	0.284198822931651	LN3_1
3	1	LN3	q	1.25e+08	249250621	146250000	157250000	13	0	1.1e+07	0.233087602472466	0.5	2	1.51274689128884	1.51274689128884	3.02549378257768	0.5	LN3_1
4	1	LN3	q	1.25e+08	249250621	157250000	179750000	40	0	22500000	-0.0141868334015733	0.30927150526117	2	2.06493344256914	-0.101045562474667	1.96388788009448	-0.0514517979864545	LN3_1
5	1	LN3	q	1.25e+08	249250621	179250000	248750000	116	0	69500000	0.220064585272489	0.390559784672024	2	2.21343886373901	0.751489590162788	2.96492845390179	0.253459603442991	LN3_1
26	10	LN3	p	0	40200000	750000	37750000	62	1680.373143	3.7e+07	-0.0163955151248194	0.5	2	0.97760078962405	0.97760078962405	1.9552015792481	0.5	LN3_10
27	10	LN3	q	40200000	135534747	43250000	134250000	147	1680.373143	9.1e+07	-0.0214107365952102	0.5	2	0.967763516704476	0.967763516704476	1.93552703340895	0.5	LN3_10
28	11	LN3	p	0	53700000	250000	48250000	82	1815.90789	4.8e+07	0.00532191173592072	0.426332343018991	2	1.44458860798959	0.596603479119642	2.04119208710924	0.292281889042868	LN3_11
29	11	LN3	q	53700000	135006516	55250000	134750000	133	1815.90789	79500000	-0.0158230646266747	0.5	2	0.978725817683927	0.978725817683927	1.95745163536785	0.5	LN3_11
30	12	LN3	p	0	35800000	750000	34250000	56	1950.914406	33500000	0.0236109687784094	0.43934504431018	2	1.4108613220638	0.703757436965564	2.11461875902937	0.332805823253264	LN3_12
31	12	LN3	q	35800000	133851895	38750000	73250000	55	1950.914406	34500000	0.0180899924832844	0.5	2	1.04617752399288	1.04617752399288	2.09235504798576	0.5	LN3_12
32	12	LN3	q	35800000	133851895	72750000	108750000	61	1950.914406	3.6e+07	-0.281653215756841	0.382730938692884	2	1.05469891304602	-0.0516871751917842	1.00301173785424	-0.0515319743937989	LN3_12
33	12	LN3	q	35800000	133851895	108250000	133750000	41	1950.914406	25500000	-0.0352616858373074	0.5	2	0.940772083242529	0.940772083242529	1.88154416648506	0.5	LN3_12
34	13	LN3	q	17900000	115169878	19750000	27250000	10	2084.766301	7500000	-0.2641944952559	0.350874420653049	2	1.24225682089798	-0.181812072152228	1.06044474874575	-0.171448887240253	LN3_13
35	13	LN3	q	17900000	115169878	26750000	94750000	122	2084.766301	6.8e+07	0.00928799868553203	0.5	2	1.02851806788776	1.02851806788776	2.05703613577551	0.5	LN3_13
36	13	LN3	q	17900000	115169878	95250000	115169878	34	2084.766301	19919878	0.00243037530991546	0.5	2	1.01483408182573	1.01483408182573	2.02966816365147	0.5	LN3_13
37	14	LN3	q	17600000	107349540	20250000	82250000	111	2199.936179	6.2e+07	-0.00888414861477442	0.5	2	0.992398320982853	0.992398320982853	1.98479664196571	0.5	LN3_14
38	14	LN3	q	17600000	107349540	81750000	106250000	39	2199.936179	24500000	-0.00374227639445954	0.5	2	1.00257241711684	1.00257241711684	2.00514483423369	0.5	LN3_14
39	15	LN3	q	1.9e+07	102531392	21750000	53250000	46	2307.285719	31500000	0.0602486107469746	0.357067279727924	2	1.98684047359939	0.277700537741107	2.2645410113405	0.122629944147808	LN3_15
40	15	LN3	q	1.9e+07	102531392	53250000	102531392	88	2307.285719	49281392	0.223536341121003	0.5	2	1.49051046109968	1.49051046109968	2.98102092219935	0.5	LN3_15
41	16	LN3	p	0	36600000	250000	32250000	42	2409.817111	3.2e+07	-0.0579852325536169	0.5	2	0.897048037441255	0.897048037441255	1.79409607488251	0.5	LN3_16
42	16	LN3	q	36600000	90354753	46750000	90250000	76	2409.817111	43500000	-0.0258996586609735	0.5	2	0.958987526897468	0.958987526897469	1.91797505379494	0.5	LN3_16
43	17	LN3	p	0	2.4e+07	250000	18250000	32	2500.171864	1.8e+07	-0.0363117252977175	0.336550712027873	2	1.85270536415516	0.0247674606893624	1.87747282484452	0.0131919143444398	LN3_17
44	17	LN3	q	2.4e+07	81195210	25750000	81195210	88	2500.171864	55445210	0.100670767416693	0.338600716296546	2	2.20961176599235	0.22481589655496	2.43442766254731	0.0923485630785673	LN3_17
45	18	LN3	p	0	17200000	250000	14250000	24	2581.367074	1.4e+07	0.277123486569636	0.288825948258351	2	3.08457234114987	0.149813913389179	3.23438625453905	0.0463191163946279	LN3_18
46	18	LN3	q	17200000	78077248	18750000	78077248	103	2581.367074	59327248	0.0145413760695852	0.5	2	1.03904496339055	1.03904496339055	2.0780899267811	0.5	LN3_18
47	19	LN3	p	0	26500000	750000	20250000	34	2659.444322	19500000	-0.0049822038904594	0.412948140667524	2	1.49757502151646	0.502656347022321	2.00023136853878	0.251299102158129	LN3_19
48	19	LN3	q	26500000	59128983	28250000	59128983	45	2659.444322	30878983	-0.0391273493827496	0.5	2	0.933285178462021	0.933285178462021	1.86657035692404	0.5	LN3_19
6	2	LN3	p	0	93300000	750000	89250000	152	249.250621	88500000	0.00495205362026851	0.5	2	1.01985838338642	1.01985838338642	2.03971676677283	0.5	LN3_2
7	2	LN3	q	93300000	243199373	96250000	243199373	233	249.250621	146949373	0.000837473234406753	0.5	2	1.01166483726282	1.01166483726282	2.02332967452564	0.5	LN3_2
49	20	LN3	p	0	27500000	750000	25750000	45	2718.573305	2.5e+07	-0.00309067825691429	0.437120140936459	2	1.36366376377284	0.644064854225654	2.00772861799849	0.320792784668141	LN3_20
50	20	LN3	q	27500000	63025520	29750000	62750000	60	2718.573305	3.3e+07	0.0894647854965741	0.41142268943247	2	1.73384906611171	0.65300411636363	2.38685318247534	0.273583696373992	LN3_20
51	21	LN3	q	13200000	48129895	15250000	41250000	41	2781.598825	2.6e+07	0.0023947529623681	0.5	2	1.01476316919713	1.01476316919713	2.02952633839426	0.5	LN3_21
52	21	LN3	q	13200000	48129895	40750000	48129895	10	2781.598825	7379895	-0.305139064654249	0.36735590198369	2	1.07903782938509	-0.152197994986322	0.926839834398766	-0.164211754110732	LN3_21
53	22	LN3	q	14700000	51304566	18750000	51250000	54	2829.72872	32500000	-0.0293712880585894	0.430324657260919	2	1.34370558950925	0.560732566650205	1.90443815615946	0.294434641963378	LN3_22
8	3	LN3	p	0	9.1e+07	250000	90250000	157	492.449994	9e+07	-0.00702631812797971	0.5	2	0.996070181243598	0.996070181243597	1.99214036248719	0.5	LN3_3
